sample_id,proposed_label,source_file,unit_name,start_line,end_line,score,metrics,final_label
go_cand_246,god_class,django\django\core\handlers\asgi.py,ASGIHandler,137,321,235,"method=9,sloc=145",
go_cand_247,god_class,scikit-learn\sklearn\gaussian_process\kernels.py,CompoundKernel,517,678,234,"method=10,sloc=134",
go_cand_248,god_class,django\django\forms\fields.py,Field,82,256,233,"method=11,sloc=123",
go_cand_249,god_class,django\django\core\serializers\xml_serializer.py,Serializer,17,184,232,"method=9,sloc=142",
go_cand_250,god_class,requests\requests\auth.py,HTTPDigestAuth,107,315,231,"method=8,sloc=151",
go_cand_251,god_class,scrapy\scrapy\commands\genspider.py,Command,42,202,231,"method=9,sloc=141",
go_cand_252,god_class,django\django\db\migrations\operations\models.py,RenameIndex,973,1119,230,"method=10,sloc=130",
go_cand_253,god_class,click\src\click\core.py,Group,1781,1954,223,"method=10,sloc=123",
go_cand_254,god_class,django\django\db\models\sql\datastructures.py,Join,26,180,221,"method=9,sloc=131",
go_cand_255,god_class,django\django\db\migrations\writer.py,MigrationWriter,118,290,217,"method=8,sloc=137",
go_cand_256,god_class,django\django\views\generic\list.py,MultipleObjectMixin,9,147,217,"method=9,sloc=127",
go_cand_257,god_class,scrapy\scrapy\shell.py,Shell,27,171,215,"method=9,sloc=125",
go_cand_258,god_class,scikit-learn\sklearn\utils\_metadata_requests.py,MetadataRequest,487,651,213,"method=9,sloc=123",
go_cand_259,god_class,django\django\db\models\fields\related_descriptors.py,ReverseOneToOneDescriptor,388,572,210,"method=8,sloc=130",
go_cand_260,god_class,django\django\contrib\admin\models.py,LogEntry,48,190,206,"method=8,sloc=126",
go_cand_261,god_class,flask\src\flask\ctx.py,RequestContext,287,449,205,"method=8,sloc=125",
go_cand_262,god_class,django\django\db\backends\sqlite3\creation.py,DatabaseCreation,12,159,204,"method=8,sloc=124",
da_cand_000,data_class,scikit-learn\sklearn\_loss\link.py,Interval,17,56,1038,"attr=4,method=2,dataclass=True",
da_cand_001,data_class,scikit-learn\sklearn\utils\_testing.py,WarningInfo,1103,1114,1029,"attr=3,method=1,dataclass=True",
da_cand_002,data_class,django\django\contrib\sitemaps\views.py,SitemapIndexItem,17,28,1009,"attr=1,method=1,dataclass=True",
da_cand_003,data_class,django\django\contrib\gis\admin\options.py,OLMap,123,167,270,"attr=27,method=0,dataclass=False",
da_cand_004,data_class,scikit-learn\sklearn\cluster\_optics.py,OPTICS,35,391,208,"attr=21,method=2,dataclass=False",
da_cand_005,data_class,scikit-learn\sklearn\covariance\_graph_lasso.py,GraphicalLassoCV,724,1110,188,"attr=19,method=2,dataclass=False",
da_cand_006,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,QuotedString,2811,2945,187,"attr=19,method=3,dataclass=False",
da_cand_007,data_class,scikit-learn\sklearn\svm\_classes.py,LinearSVC,43,363,167,"attr=17,method=3,dataclass=False",
da_cand_008,data_class,scikit-learn\sklearn\linear_model\_theil_sen.py,TheilSenRegressor,208,456,157,"attr=16,method=3,dataclass=False",
da_cand_009,data_class,scikit-learn\sklearn\covariance\_graph_lasso.py,GraphicalLasso,404,592,148,"attr=15,method=2,dataclass=False",
da_cand_010,data_class,scikit-learn\sklearn\feature_selection\_rfe.py,RFECV,471,792,148,"attr=15,method=2,dataclass=False",
da_cand_011,data_class,scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskElasticNet,2301,2546,147,"attr=15,method=3,dataclass=False",
da_cand_012,data_class,django\django\contrib\contenttypes\admin.py,GenericInlineModelAdmin,91,135,139,"attr=14,method=1,dataclass=False",
da_cand_013,data_class,scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidgeCV,2130,2251,138,"attr=14,method=2,dataclass=False",
da_cand_014,data_class,flask\src\flask\sessions.py,SecureCookieSessionInterface,288,379,137,"attr=14,method=3,dataclass=False",
da_cand_015,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Word,2579,2735,137,"attr=14,method=3,dataclass=False",
da_cand_016,data_class,scikit-learn\sklearn\linear_model\_glm\_newton_solver.py,NewtonCholeskySolver,436,525,137,"attr=14,method=3,dataclass=False",
da_cand_017,data_class,scikit-learn\sklearn\svm\_classes.py,LinearSVR,366,622,137,"attr=14,method=3,dataclass=False",
da_cand_018,data_class,django\django\views\generic\dates.py,BaseDayArchiveView,565,603,128,"attr=13,method=2,dataclass=False",
da_cand_019,data_class,scikit-learn\sklearn\decomposition\_sparse_pca.py,MiniBatchSparsePCA,338,551,128,"attr=13,method=2,dataclass=False",
da_cand_020,data_class,scikit-learn\sklearn\ensemble\_hist_gradient_boosting\grower.py,TreeNode,32,135,127,"attr=13,method=3,dataclass=False",
da_cand_021,data_class,scikit-learn\sklearn\decomposition\_sparse_pca.py,SparsePCA,158,335,118,"attr=12,method=2,dataclass=False",
da_cand_022,data_class,scikit-learn\sklearn\linear_model\_huber.py,HuberRegressor,128,352,118,"attr=12,method=2,dataclass=False",
da_cand_023,data_class,scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidge,812,945,118,"attr=12,method=2,dataclass=False",
da_cand_024,data_class,scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuitCV,870,1097,117,"attr=12,method=3,dataclass=False",
da_cand_025,data_class,scikit-learn\sklearn\neighbors\_base.py,KNeighborsMixin,708,1032,117,"attr=12,method=3,dataclass=False",
da_cand_026,data_class,scikit-learn\sklearn\neighbors\_base.py,RadiusNeighborsMixin,1044,1387,117,"attr=12,method=3,dataclass=False",
da_cand_027,data_class,django\django\views\generic\dates.py,BaseMonthArchiveView,465,498,109,"attr=11,method=1,dataclass=False",
da_cand_028,data_class,scikit-learn\sklearn\linear_model\_least_angle.py,LassoLars,1173,1349,109,"attr=11,method=1,dataclass=False",
da_cand_029,data_class,django\django\views\generic\dates.py,BaseYearArchiveView,413,456,108,"attr=11,method=2,dataclass=False",
da_cand_030,data_class,requests\requests\models.py,Request,230,311,107,"attr=11,method=3,dataclass=False",
da_cand_031,data_class,scikit-learn\sklearn\cluster\_mean_shift.py,MeanShift,302,575,107,"attr=11,method=3,dataclass=False",
da_cand_032,data_class,scikit-learn\sklearn\decomposition\_dict_learning.py,_BaseSparseCoding,1080,1150,107,"attr=11,method=3,dataclass=False",
da_cand_033,data_class,django\django\core\cache\backends\db.py,Options,12,28,99,"attr=10,method=1,dataclass=False",
da_cand_034,data_class,django\django\forms\models.py,ModelFormOptions,246,257,99,"attr=10,method=1,dataclass=False",
da_cand_035,data_class,django\django\views\generic\dates.py,BaseWeekArchiveView,507,556,99,"attr=10,method=1,dataclass=False",
da_cand_036,data_class,django\django\views\generic\dates.py,BaseDateDetailView,626,667,99,"attr=10,method=1,dataclass=False",
da_cand_037,data_class,scikit-learn\sklearn\ensemble\_forest.py,RandomForestClassifier,1170,1552,99,"attr=10,method=1,dataclass=False",
da_cand_038,data_class,scikit-learn\sklearn\ensemble\_forest.py,RandomForestRegressor,1555,1911,99,"attr=10,method=1,dataclass=False",
da_cand_039,data_class,scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesClassifier,1914,2282,99,"attr=10,method=1,dataclass=False",
da_cand_040,data_class,scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesRegressor,2285,2620,99,"attr=10,method=1,dataclass=False",
da_cand_041,data_class,scikit-learn\sklearn\linear_model\_least_angle.py,LassoLarsCV,1793,1986,99,"attr=10,method=1,dataclass=False",
da_cand_042,data_class,django\django\db\models\query.py,RelatedPopulator,2539,2622,98,"attr=10,method=2,dataclass=False",
da_cand_043,data_class,django\django\forms\fields.py,FilePathField,1183,1234,89,"attr=9,method=1,dataclass=False",
da_cand_044,data_class,scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskLasso,2549,2689,89,"attr=9,method=1,dataclass=False",
da_cand_045,data_class,scikit-learn\sklearn\model_selection\_plot.py,_BaseCurveDisplay,10,134,89,"attr=9,method=1,dataclass=False",
da_cand_046,data_class,flask\src\flask\sansio\blueprints.py,BlueprintSetupState,34,116,88,"attr=9,method=2,dataclass=False",
da_cand_047,data_class,scikit-learn\sklearn\linear_model\_base.py,LinearRegression,434,657,88,"attr=9,method=2,dataclass=False",
da_cand_048,data_class,scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuit,624,792,88,"attr=9,method=2,dataclass=False",
da_cand_049,data_class,scikit-learn\sklearn\linear_model\_quantile.py,QuantileRegressor,20,308,88,"attr=9,method=2,dataclass=False",
da_cand_050,data_class,django\django\conf\__init__.py,Settings,207,310,87,"attr=9,method=3,dataclass=False",
da_cand_051,data_class,django\django\contrib\gis\db\backends\postgis\base.py,DatabaseWrapper,82,147,87,"attr=9,method=3,dataclass=False",
da_cand_052,data_class,django\django\forms\fields.py,IntegerField,295,342,87,"attr=9,method=3,dataclass=False",
da_cand_053,data_class,django\django\middleware\security.py,SecurityMiddleware,8,66,87,"attr=9,method=3,dataclass=False",
da_cand_054,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Regex,2738,2808,87,"attr=9,method=3,dataclass=False",
da_cand_055,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CharsNotIn,2948,3017,87,"attr=9,method=3,dataclass=False",
da_cand_056,data_class,scikit-learn\sklearn\kernel_approximation.py,PolynomialCountSketch,40,245,87,"attr=9,method=3,dataclass=False",
da_cand_057,data_class,scrapy\scrapy\extensions\feedexport.py,S3FeedStorage,164,255,87,"attr=9,method=3,dataclass=False",
da_cand_058,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Literal,2371,2408,78,"attr=8,method=2,dataclass=False",
da_cand_059,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,White,3019,3067,78,"attr=8,method=2,dataclass=False",
da_cand_060,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,SkipTo,3999,4112,78,"attr=8,method=2,dataclass=False",
da_cand_061,data_class,scikit-learn\sklearn\neural_network\_stochastic_optimizers.py,AdamOptimizer,198,288,78,"attr=8,method=2,dataclass=False",
da_cand_062,data_class,click\src\click\parser.py,Option,159,210,77,"attr=8,method=3,dataclass=False",
da_cand_063,data_class,django\django\http\response.py,FileResponse,531,608,77,"attr=8,method=3,dataclass=False",
da_cand_064,data_class,flask\src\flask\json\provider.py,DefaultJSONProvider,124,215,77,"attr=8,method=3,dataclass=False",
da_cand_065,data_class,scikit-learn\sklearn\inspection\_plot\decision_boundary.py,DecisionBoundaryDisplay,64,406,77,"attr=8,method=3,dataclass=False",
da_cand_066,data_class,scrapy\scrapy\pipelines\files.py,FTPFilesStore,263,309,77,"attr=8,method=3,dataclass=False",
da_cand_067,data_class,django\django\views\generic\list.py,BaseListView,150,175,69,"attr=7,method=1,dataclass=False",
da_cand_068,data_class,django\docs\_ext\djangodocs.py,VersionDirective,74,108,69,"attr=7,method=1,dataclass=False",
da_cand_069,data_class,django\django\contrib\auth\views.py,PasswordResetView,228,256,68,"attr=7,method=2,dataclass=False",
da_cand_070,data_class,django\django\db\models\sql\subqueries.py,DeleteQuery,12,45,68,"attr=7,method=2,dataclass=False",
da_cand_071,data_class,scrapy\scrapy\spiders\crawl.py,Rule,36,59,68,"attr=7,method=2,dataclass=False",
da_cand_072,data_class,django\django\contrib\admin\filters.py,DateFieldListFilter,348,427,67,"attr=7,method=3,dataclass=False",
da_cand_073,data_class,django\django\contrib\admin\helpers.py,Fieldset,102,130,67,"attr=7,method=3,dataclass=False",
da_cand_074,data_class,django\django\core\management\commands\compilemessages.py,Command,30,195,67,"attr=7,method=3,dataclass=False",
da_cand_075,data_class,django\django\views\generic\edit.py,BaseDeleteView,248,285,67,"attr=7,method=3,dataclass=False",
da_cand_076,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Combine,4207,4249,67,"attr=7,method=3,dataclass=False",
da_cand_077,data_class,scikit-learn\sklearn\cluster\_bicluster.py,SpectralCoclustering,209,361,67,"attr=7,method=3,dataclass=False",
da_cand_078,data_class,scikit-learn\sklearn\gaussian_process\kernels.py,Matern,1601,1800,67,"attr=7,method=3,dataclass=False",
da_cand_079,data_class,scikit-learn\sklearn\model_selection\_plot.py,ValidationCurveDisplay,536,907,67,"attr=7,method=3,dataclass=False",
da_cand_080,data_class,scrapy\scrapy\extensions\feedexport.py,FTPFeedStorage,284,322,67,"attr=7,method=3,dataclass=False",
da_cand_081,data_class,scikit-learn\sklearn\covariance\_graph_lasso.py,BaseGraphicalLasso,373,401,59,"attr=6,method=1,dataclass=False",
da_cand_082,data_class,scikit-learn\sklearn\metrics\_scorer.py,_Scorer,304,350,59,"attr=6,method=1,dataclass=False",
da_cand_083,data_class,scrapy\scrapy\commands\check.py,TextTestResult,12,38,59,"attr=6,method=1,dataclass=False",
da_cand_084,data_class,django\django\core\serializers\xml_serializer.py,EntitiesForbidden,470,484,58,"attr=6,method=2,dataclass=False",
da_cand_085,data_class,django\django\db\models\sql\subqueries.py,InsertQuery,142,158,58,"attr=6,method=2,dataclass=False",
da_cand_086,data_class,django\django\views\generic\base.py,TemplateResponseMixin,182,217,58,"attr=6,method=2,dataclass=False",
da_cand_087,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CloseMatch,2518,2576,58,"attr=6,method=2,dataclass=False",
da_cand_088,data_class,scikit-learn\sklearn\covariance\_shrunk_covariance.py,LedoitWolf,469,611,58,"attr=6,method=2,dataclass=False",
da_cand_089,data_class,scrapy\scrapy\contracts\default.py,ReturnsContract,37,94,58,"attr=6,method=2,dataclass=False",
da_cand_090,data_class,scrapy\scrapy\http\request\form.py,FormRequest,28,81,58,"attr=6,method=2,dataclass=False",
da_cand_091,data_class,django\django\contrib\admin\filters.py,BooleanFieldListFilter,256,296,57,"attr=6,method=3,dataclass=False",
da_cand_092,data_class,django\django\contrib\admin\filters.py,AllValuesFieldListFilter,436,485,57,"attr=6,method=3,dataclass=False",
da_cand_093,data_class,django\django\contrib\auth\mixins.py,PermissionRequiredMixin,76,109,57,"attr=6,method=3,dataclass=False",
da_cand_094,data_class,django\django\contrib\gis\ptr.py,CPointerBase,4,41,57,"attr=6,method=3,dataclass=False",
da_cand_095,data_class,django\django\core\mail\backends\console.py,EmailBackend,10,44,57,"attr=6,method=3,dataclass=False",
da_cand_096,data_class,django\django\db\models\sql\compiler.py,SQLUpdateCompiler,1912,2059,57,"attr=6,method=3,dataclass=False",
da_cand_097,data_class,django\django\forms\fields.py,CharField,259,292,57,"attr=6,method=3,dataclass=False",
da_cand_098,data_class,django\django\template\context.py,RequestContext,215,270,57,"attr=6,method=3,dataclass=False",
da_cand_099,data_class,django\django\template\defaulttags.py,ForNode,159,245,57,"attr=6,method=3,dataclass=False",
da_cand_100,data_class,django\django\views\generic\edit.py,ProcessFormView,139,160,57,"attr=6,method=3,dataclass=False",
da_cand_101,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,NotAny,3791,3821,57,"attr=6,method=3,dataclass=False",
da_cand_102,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Optional,3935,3997,57,"attr=6,method=3,dataclass=False",
da_cand_103,data_class,scikit-learn\examples\neighbors\approximate_nearest_neighbors.py,NMSlibTransformer,49,101,57,"attr=6,method=3,dataclass=False",
da_cand_104,data_class,scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveClassifier,10,313,57,"attr=6,method=3,dataclass=False",
da_cand_105,data_class,scikit-learn\sklearn\model_selection\_plot.py,LearningCurveDisplay,137,533,57,"attr=6,method=3,dataclass=False",
da_cand_106,data_class,scikit-learn\sklearn\random_projection.py,SparseRandomProjection,607,810,57,"attr=6,method=3,dataclass=False",
da_cand_107,data_class,django\django\contrib\gis\db\models\functions.py,OracleToleranceMixin,139,152,49,"attr=5,method=1,dataclass=False",
da_cand_108,data_class,django\django\contrib\gis\db\models\lookups.py,DistanceLookupFromFunction,358,371,49,"attr=5,method=1,dataclass=False",
da_cand_109,data_class,django\django\db\backends\mysql\compiler.py,SQLDeleteCompiler,25,52,49,"attr=5,method=1,dataclass=False",
da_cand_110,data_class,django\django\db\models\sql\compiler.py,SQLAggregateCompiler,2062,2084,49,"attr=5,method=1,dataclass=False",
da_cand_111,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_UnboundedCache,1428,1448,49,"attr=5,method=1,dataclass=False",
da_cand_112,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_FifoCache,1451,1477,49,"attr=5,method=1,dataclass=False",
da_cand_113,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_FifoCache,1480,1506,49,"attr=5,method=1,dataclass=False",
da_cand_114,data_class,scikit-learn\sklearn\covariance\_shrunk_covariance.py,OAS,686,816,49,"attr=5,method=1,dataclass=False",
da_cand_115,data_class,scrapy\scrapy\spidermiddlewares\referer.py,StrictOriginWhenCrossOriginPolicy,207,236,49,"attr=5,method=1,dataclass=False",
da_cand_116,data_class,django\django\contrib\admin\helpers.py,InlineFieldset,530,541,48,"attr=5,method=2,dataclass=False",
da_cand_117,data_class,django\django\core\validators.py,URLValidator,69,160,48,"attr=5,method=2,dataclass=False",
da_cand_118,data_class,django\django\db\models\fields\mixins.py,CheckFieldDefaultMixin,31,59,48,"attr=5,method=2,dataclass=False",
da_cand_119,data_class,django\django\db\models\fields\related_lookups.py,RelatedLookupMixin,151,185,48,"attr=5,method=2,dataclass=False",
da_cand_120,data_class,django\django\db\models\lookups.py,PatternLookup,490,518,48,"attr=5,method=2,dataclass=False",
da_cand_121,data_class,django\django\http\response.py,HttpResponseRedirectBase,611,634,48,"attr=5,method=2,dataclass=False",
da_cand_122,data_class,django\django\templatetags\cache.py,CacheNode,8,55,48,"attr=5,method=2,dataclass=False",
da_cand_123,data_class,flask\src\flask\cli.py,ScriptInfo,293,358,48,"attr=5,method=2,dataclass=False",
da_cand_124,data_class,scikit-learn\doc\tutorial\machine_learning_map\parse_path.py,CaselessPreservingLiteral,26,44,48,"attr=5,method=2,dataclass=False",
da_cand_125,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CaselessLiteral,2477,2498,48,"attr=5,method=2,dataclass=False",
da_cand_126,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CaselessKeyword,2500,2516,48,"attr=5,method=2,dataclass=False",
da_cand_127,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_MultipleMatch,3823,3859,48,"attr=5,method=2,dataclass=False",
da_cand_128,data_class,scikit-learn\sklearn\covariance\_shrunk_covariance.py,ShrunkCovariance,161,285,48,"attr=5,method=2,dataclass=False",
da_cand_129,data_class,scikit-learn\sklearn\gaussian_process\kernels.py,Hyperparameter,55,153,48,"attr=5,method=2,dataclass=False",
da_cand_130,data_class,scikit-learn\sklearn\model_selection\_search_successive_halving.py,HalvingRandomSearchCV,717,1079,48,"attr=5,method=2,dataclass=False",
da_cand_131,data_class,scikit-learn\sklearn\model_selection\_split.py,ShuffleSplit,1781,1899,48,"attr=5,method=2,dataclass=False",
da_cand_132,data_class,scikit-learn\sklearn\utils\_estimator_html_repr.py,_VisualBlock,34,79,48,"attr=5,method=2,dataclass=False",
da_cand_133,data_class,scikit-learn\sklearn\utils\_testing.py,_Raises,879,921,48,"attr=5,method=2,dataclass=False",
da_cand_134,data_class,scrapy\scrapy\commands\bench.py,_BenchSpider,41,57,48,"attr=5,method=2,dataclass=False",
da_cand_135,data_class,scrapy\scrapy\exporters.py,JsonLinesItemExporter,102,112,48,"attr=5,method=2,dataclass=False",
da_cand_136,data_class,click\src\click\exceptions.py,MissingParameter,128,194,47,"attr=5,method=3,dataclass=False",
da_cand_137,data_class,django\django\contrib\admin\filters.py,ChoicesFieldListFilter,304,342,47,"attr=5,method=3,dataclass=False",
da_cand_138,data_class,django\django\contrib\admin\helpers.py,Fieldline,133,165,47,"attr=5,method=3,dataclass=False",
da_cand_139,data_class,django\django\contrib\auth\backends.py,RemoteUserBackend,172,244,47,"attr=5,method=3,dataclass=False",
da_cand_140,data_class,django\django\contrib\gis\db\backends\postgis\models.py,PostGISGeometryColumns,8,50,47,"attr=5,method=3,dataclass=False",
da_cand_141,data_class,django\django\contrib\gis\db\backends\spatialite\models.py,SpatialiteGeometryColumns,8,48,47,"attr=5,method=3,dataclass=False",
da_cand_142,data_class,django\django\contrib\gis\db\models\functions.py,Distance,297,345,47,"attr=5,method=3,dataclass=False",
da_cand_143,data_class,django\django\contrib\gis\geos\libgeos.py,GEOSFuncFactory,134,164,47,"attr=5,method=3,dataclass=False",
da_cand_144,data_class,django\django\contrib\postgres\forms\ranges.py,BaseRangeField,40,95,47,"attr=5,method=3,dataclass=False",
da_cand_145,data_class,django\django\contrib\postgres\operations.py,RemoveIndexConcurrently,144,166,47,"attr=5,method=3,dataclass=False",
da_cand_146,data_class,django\django\core\management\commands\squashmigrations.py,Command,16,267,47,"attr=5,method=3,dataclass=False",
da_cand_147,data_class,django\django\core\validators.py,RegexValidator,20,65,47,"attr=5,method=3,dataclass=False",
da_cand_148,data_class,django\django\db\models\expressions.py,DurationExpression,746,794,47,"attr=5,method=3,dataclass=False",
da_cand_149,data_class,django\django\db\models\fields\reverse_related.py,ManyToManyRel,342,402,47,"attr=5,method=3,dataclass=False",
da_cand_150,data_class,django\django\db\models\lookups.py,BuiltinLookup,212,231,47,"attr=5,method=3,dataclass=False",
da_cand_151,data_class,django\django\db\models\query.py,BaseIterable,46,79,47,"attr=5,method=3,dataclass=False",
da_cand_152,data_class,django\django\forms\fields.py,TypedChoiceField,917,941,47,"attr=5,method=3,dataclass=False",
da_cand_153,data_class,django\django\forms\models.py,InlineForeignKeyField,1330,1371,47,"attr=5,method=3,dataclass=False",
da_cand_154,data_class,django\django\template\defaulttags.py,URLNode,436,482,47,"attr=5,method=3,dataclass=False",
da_cand_155,data_class,django\django\template\loader_tags.py,IncludeNode,160,208,47,"attr=5,method=3,dataclass=False",
da_cand_156,data_class,django\django\utils\log.py,ServerFormatter,171,207,47,"attr=5,method=3,dataclass=False",
da_cand_157,data_class,django\django\views\generic\edit.py,DeletionMixin,217,240,47,"attr=5,method=3,dataclass=False",
da_cand_158,data_class,scikit-learn\asv_benchmarks\benchmarks\metrics.py,PairwiseDistancesBenchmark,7,45,47,"attr=5,method=3,dataclass=False",
da_cand_159,data_class,scikit-learn\sklearn\ensemble\_gb.py,VerboseReporter,275,351,47,"attr=5,method=3,dataclass=False",
da_cand_160,data_class,scikit-learn\sklearn\linear_model\_base.py,LinearClassifierMixin,304,373,47,"attr=5,method=3,dataclass=False",
da_cand_161,data_class,scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveRegressor,316,575,47,"attr=5,method=3,dataclass=False",
da_cand_162,data_class,scikit-learn\sklearn\model_selection\_split.py,StratifiedShuffleSplit,2045,2233,47,"attr=5,method=3,dataclass=False",
da_cand_163,data_class,scikit-learn\sklearn\neighbors\_nearest_centroid.py,NearestCentroid,27,261,47,"attr=5,method=3,dataclass=False",
da_cand_164,data_class,scrapy\extras\qpsclient.py,QPSSpider,15,55,47,"attr=5,method=3,dataclass=False",
da_cand_165,data_class,click\src\click\parser.py,ParsingState,245,250,39,"attr=4,method=1,dataclass=False",
da_cand_166,data_class,django\django\contrib\auth\forms.py,UserCreationForm,157,175,39,"attr=4,method=1,dataclass=False",
da_cand_167,data_class,django\django\contrib\gis\measure.py,Distance,250,346,39,"attr=4,method=1,dataclass=False",
da_cand_168,data_class,django\django\contrib\gis\measure.py,Area,349,365,39,"attr=4,method=1,dataclass=False",
da_cand_169,data_class,django\django\middleware\cache.py,CacheMiddleware,179,211,39,"attr=4,method=1,dataclass=False",
da_cand_170,data_class,django\django\utils\jslex.py,Tok,6,18,39,"attr=4,method=1,dataclass=False",
da_cand_171,data_class,django\django\views\generic\detail.py,BaseDetailView,104,110,39,"attr=4,method=1,dataclass=False",
da_cand_172,data_class,django\django\views\generic\detail.py,SingleObjectTemplateResponseMixin,113,171,39,"attr=4,method=1,dataclass=False",
da_cand_173,data_class,django\docs\_ext\djangodocs.py,ConsoleDirective,299,391,39,"attr=4,method=1,dataclass=False",
da_cand_174,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_PositionToken,3070,3075,39,"attr=4,method=1,dataclass=False",
da_cand_175,data_class,scrapy\scrapy\pipelines\media.py,SpiderInfo,28,33,39,"attr=4,method=1,dataclass=False",
da_cand_176,data_class,scrapy\scrapy\settings\__init__.py,Settings,529,553,39,"attr=4,method=1,dataclass=False",
da_cand_177,data_class,click\src\click\exceptions.py,BadParameter,86,125,38,"attr=4,method=2,dataclass=False",
da_cand_178,data_class,click\src\click\shell_completion.py,CompletionItem,55,89,38,"attr=4,method=2,dataclass=False",
da_cand_179,data_class,django\django\contrib\gis\db\models\lookups.py,DistanceLookupBase,300,330,38,"attr=4,method=2,dataclass=False",
da_cand_180,data_class,django\django\contrib\postgres\search.py,SearchVectorExact,15,29,38,"attr=4,method=2,dataclass=False",
da_cand_181,data_class,django\django\contrib\staticfiles\handlers.py,StaticFilesHandler,67,81,38,"attr=4,method=2,dataclass=False",
da_cand_182,data_class,django\django\core\handlers\wsgi.py,WSGIHandler,113,144,38,"attr=4,method=2,dataclass=False",
da_cand_183,data_class,django\django\core\serializers\base.py,ProgressBar,71,93,38,"attr=4,method=2,dataclass=False",
da_cand_184,data_class,django\django\core\serializers\xml_serializer.py,ExternalReferenceForbidden,487,499,38,"attr=4,method=2,dataclass=False",
da_cand_185,data_class,django\django\db\backends\ddl_references.py,IndexName,103,112,38,"attr=4,method=2,dataclass=False",
da_cand_186,data_class,django\django\db\backends\ddl_references.py,IndexColumns,115,135,38,"attr=4,method=2,dataclass=False",
da_cand_187,data_class,django\django\db\migrations\state.py,AppConfigStub,581,594,38,"attr=4,method=2,dataclass=False",
da_cand_188,data_class,django\django\db\models\functions\mixins.py,FixDurationInputMixin,26,47,38,"attr=4,method=2,dataclass=False",
da_cand_189,data_class,django\django\db\models\lookups.py,Transform,189,209,38,"attr=4,method=2,dataclass=False",
da_cand_190,data_class,django\django\db\models\sql\where.py,SubqueryConstraint,338,355,38,"attr=4,method=2,dataclass=False",
da_cand_191,data_class,django\django\template\defaulttags.py,WidthRatioNode,493,523,38,"attr=4,method=2,dataclass=False",
da_cand_192,data_class,django\django\template\library.py,TagHelperNode,207,225,38,"attr=4,method=2,dataclass=False",
da_cand_193,data_class,django\django\templatetags\i18n.py,TranslateNode,72,101,38,"attr=4,method=2,dataclass=False",
da_cand_194,data_class,django\django\utils\deprecation.py,warn_about_renamed_method,19,38,38,"attr=4,method=2,dataclass=False",
da_cand_195,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,NoMatch,2356,2368,38,"attr=4,method=2,dataclass=False",
da_cand_196,data_class,scikit-learn\sklearn\_loss\loss.py,HuberLoss,639,709,38,"attr=4,method=2,dataclass=False",
da_cand_197,data_class,scikit-learn\sklearn\calibration.py,_CalibratedClassifier,670,755,38,"attr=4,method=2,dataclass=False",
da_cand_198,data_class,scikit-learn\sklearn\cross_decomposition\_pls.py,PLSRegression,502,653,38,"attr=4,method=2,dataclass=False",
da_cand_199,data_class,scikit-learn\sklearn\linear_model\_stochastic_gradient.py,_ValidationScoreCallback,63,79,38,"attr=4,method=2,dataclass=False",
da_cand_200,data_class,scikit-learn\sklearn\model_selection\_search_successive_halving.py,_SubsampleMetaSplitter,21,45,38,"attr=4,method=2,dataclass=False",
da_cand_201,data_class,scikit-learn\sklearn\model_selection\_split.py,TimeSeriesSplit,1018,1201,38,"attr=4,method=2,dataclass=False",
da_cand_202,data_class,scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelSpreading,486,623,38,"attr=4,method=2,dataclass=False",
