sample_id,proposed_label,final_label,source_file,unit_name,start_line,end_line,annotator
fe_cand_145,feature_envy,feature_envy,scrapy\scrapy\extensions\spiderstate.py,from_crawler,16,24,akbar_ts
da_cand_000,data_class,data_class,scikit-learn\sklearn\_loss\link.py,Interval,17,56,akbar_ts
da_cand_001,data_class,data_class,scikit-learn\sklearn\utils\_testing.py,WarningInfo,1103,1114,akbar_ts
da_cand_002,data_class,skip,django\django\contrib\sitemaps\views.py,SitemapIndexItem,17,28,akbar_ts
da_cand_003,data_class,tidak,django\django\contrib\gis\admin\options.py,OLMap,123,167,akbar_ts
da_cand_004,data_class,tidak,scikit-learn\sklearn\cluster\_optics.py,OPTICS,35,391,akbar_ts
da_cand_005,data_class,tidak,scikit-learn\sklearn\covariance\_graph_lasso.py,GraphicalLassoCV,724,1110,akbar_ts
da_cand_006,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,QuotedString,2811,2945,akbar_ts
da_cand_007,data_class,tidak,scikit-learn\sklearn\svm\_classes.py,LinearSVC,43,363,akbar_ts
da_cand_008,data_class,tidak,scikit-learn\sklearn\linear_model\_theil_sen.py,TheilSenRegressor,208,456,akbar_ts
da_cand_009,data_class,tidak,scikit-learn\sklearn\covariance\_graph_lasso.py,GraphicalLasso,404,592,akbar_ts
da_cand_010,data_class,tidak,scikit-learn\sklearn\feature_selection\_rfe.py,RFECV,471,792,akbar_ts
da_cand_011,data_class,tidak,scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskElasticNet,2301,2546,akbar_ts
da_cand_012,data_class,tidak,django\django\contrib\contenttypes\admin.py,GenericInlineModelAdmin,91,135,akbar_ts
da_cand_013,data_class,tidak,scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidgeCV,2130,2251,akbar_ts
da_cand_014,data_class,tidak,flask\src\flask\sessions.py,SecureCookieSessionInterface,288,379,akbar_ts
da_cand_015,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Word,2579,2735,akbar_ts
da_cand_016,data_class,tidak,scikit-learn\sklearn\linear_model\_glm\_newton_solver.py,NewtonCholeskySolver,436,525,akbar_ts
da_cand_017,data_class,tidak,scikit-learn\sklearn\svm\_classes.py,LinearSVR,366,622,akbar_ts
da_cand_018,data_class,tidak,django\django\views\generic\dates.py,BaseDayArchiveView,565,603,akbar_ts
da_cand_019,data_class,tidak,scikit-learn\sklearn\decomposition\_sparse_pca.py,MiniBatchSparsePCA,338,551,akbar_ts
da_cand_020,data_class,skip,scikit-learn\sklearn\ensemble\_hist_gradient_boosting\grower.py,TreeNode,32,135,akbar_ts
da_cand_021,data_class,tidak,scikit-learn\sklearn\decomposition\_sparse_pca.py,SparsePCA,158,335,akbar_ts
da_cand_022,data_class,tidak,scikit-learn\sklearn\linear_model\_huber.py,HuberRegressor,128,352,akbar_ts
da_cand_023,data_class,tidak,scikit-learn\sklearn\linear_model\_ridge.py,_BaseRidge,812,945,akbar_ts
da_cand_024,data_class,tidak,scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuitCV,870,1097,akbar_ts
da_cand_025,data_class,tidak,scikit-learn\sklearn\neighbors\_base.py,KNeighborsMixin,708,1032,akbar_ts
da_cand_026,data_class,tidak,scikit-learn\sklearn\neighbors\_base.py,RadiusNeighborsMixin,1044,1387,akbar_ts
da_cand_027,data_class,tidak,django\django\views\generic\dates.py,BaseMonthArchiveView,465,498,akbar_ts
da_cand_028,data_class,tidak,scikit-learn\sklearn\linear_model\_least_angle.py,LassoLars,1173,1349,akbar_ts
da_cand_029,data_class,tidak,django\django\views\generic\dates.py,BaseYearArchiveView,413,456,akbar_ts
da_cand_030,data_class,tidak,requests\requests\models.py,Request,230,311,akbar_ts
da_cand_031,data_class,tidak,scikit-learn\sklearn\cluster\_mean_shift.py,MeanShift,302,575,akbar_ts
da_cand_032,data_class,tidak,scikit-learn\sklearn\decomposition\_dict_learning.py,_BaseSparseCoding,1080,1150,akbar_ts
da_cand_033,data_class,data_class,django\django\core\cache\backends\db.py,Options,12,28,akbar_ts
da_cand_034,data_class,data_class,django\django\forms\models.py,ModelFormOptions,246,257,akbar_ts
da_cand_035,data_class,tidak,django\django\views\generic\dates.py,BaseWeekArchiveView,507,556,akbar_ts
da_cand_036,data_class,tidak,django\django\views\generic\dates.py,BaseDateDetailView,626,667,akbar_ts
da_cand_037,data_class,tidak,scikit-learn\sklearn\ensemble\_forest.py,RandomForestClassifier,1170,1552,akbar_ts
da_cand_038,data_class,tidak,scikit-learn\sklearn\ensemble\_forest.py,RandomForestRegressor,1555,1911,akbar_ts
da_cand_039,data_class,tidak,scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesClassifier,1914,2282,akbar_ts
da_cand_040,data_class,tidak,scikit-learn\sklearn\ensemble\_forest.py,ExtraTreesRegressor,2285,2620,akbar_ts
da_cand_041,data_class,tidak,scikit-learn\sklearn\linear_model\_least_angle.py,LassoLarsCV,1793,1986,akbar_ts
da_cand_042,data_class,tidak,django\django\db\models\query.py,RelatedPopulator,2539,2622,akbar_ts
da_cand_043,data_class,tidak,django\django\forms\fields.py,FilePathField,1183,1234,akbar_ts
da_cand_044,data_class,tidak,scikit-learn\sklearn\linear_model\_coordinate_descent.py,MultiTaskLasso,2549,2689,akbar_ts
da_cand_045,data_class,tidak,scikit-learn\sklearn\model_selection\_plot.py,_BaseCurveDisplay,10,134,akbar_ts
da_cand_046,data_class,tidak,flask\src\flask\sansio\blueprints.py,BlueprintSetupState,34,116,akbar_ts
da_cand_047,data_class,tidak,scikit-learn\sklearn\linear_model\_base.py,LinearRegression,434,657,akbar_ts
da_cand_048,data_class,tidak,scikit-learn\sklearn\linear_model\_omp.py,OrthogonalMatchingPursuit,624,792,akbar_ts
da_cand_049,data_class,tidak,scikit-learn\sklearn\linear_model\_quantile.py,QuantileRegressor,20,308,akbar_ts
da_cand_050,data_class,skip,django\django\conf\__init__.py,Settings,207,310,akbar_ts
da_cand_051,data_class,tidak,django\django\contrib\gis\db\backends\postgis\base.py,DatabaseWrapper,82,147,akbar_ts
da_cand_052,data_class,tidak,django\django\forms\fields.py,IntegerField,295,342,akbar_ts
da_cand_053,data_class,tidak,django\django\middleware\security.py,SecurityMiddleware,8,66,akbar_ts
da_cand_054,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Regex,2738,2808,akbar_ts
da_cand_055,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CharsNotIn,2948,3017,akbar_ts
da_cand_056,data_class,tidak,scikit-learn\sklearn\kernel_approximation.py,PolynomialCountSketch,40,245,akbar_ts
da_cand_057,data_class,tidak,scrapy\scrapy\extensions\feedexport.py,S3FeedStorage,164,255,akbar_ts
da_cand_058,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Literal,2371,2408,akbar_ts
da_cand_059,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,White,3019,3067,akbar_ts
da_cand_060,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,SkipTo,3999,4112,akbar_ts
da_cand_061,data_class,tidak,scikit-learn\sklearn\neural_network\_stochastic_optimizers.py,AdamOptimizer,198,288,akbar_ts
da_cand_062,data_class,tidak,click\src\click\parser.py,Option,159,210,akbar_ts
da_cand_063,data_class,tidak,django\django\http\response.py,FileResponse,531,608,akbar_ts
da_cand_064,data_class,tidak,flask\src\flask\json\provider.py,DefaultJSONProvider,124,215,akbar_ts
da_cand_065,data_class,data_class,scikit-learn\sklearn\inspection\_plot\decision_boundary.py,DecisionBoundaryDisplay,64,406,akbar_ts
da_cand_066,data_class,tidak,scrapy\scrapy\pipelines\files.py,FTPFilesStore,263,309,akbar_ts
da_cand_067,data_class,tidak,django\django\views\generic\list.py,BaseListView,150,175,akbar_ts
da_cand_068,data_class,tidak,django\docs\_ext\djangodocs.py,VersionDirective,74,108,akbar_ts
da_cand_069,data_class,tidak,django\django\contrib\auth\views.py,PasswordResetView,228,256,akbar_ts
da_cand_070,data_class,tidak,django\django\db\models\sql\subqueries.py,DeleteQuery,12,45,akbar_ts
da_cand_071,data_class,data_class,scrapy\scrapy\spiders\crawl.py,Rule,36,59,akbar_ts
da_cand_072,data_class,tidak,django\django\contrib\admin\filters.py,DateFieldListFilter,348,427,akbar_ts
da_cand_073,data_class,data_class,django\django\contrib\admin\helpers.py,Fieldset,102,130,akbar_ts
da_cand_074,data_class,tidak,django\django\core\management\commands\compilemessages.py,Command,30,195,akbar_ts
da_cand_075,data_class,tidak,django\django\views\generic\edit.py,BaseDeleteView,248,285,akbar_ts
da_cand_076,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Combine,4207,4249,akbar_ts
da_cand_077,data_class,tidak,scikit-learn\sklearn\cluster\_bicluster.py,SpectralCoclustering,209,361,akbar_ts
da_cand_078,data_class,tidak,scikit-learn\sklearn\gaussian_process\kernels.py,Matern,1601,1800,akbar_ts
da_cand_079,data_class,tidak,scikit-learn\sklearn\model_selection\_plot.py,ValidationCurveDisplay,536,907,akbar_ts
da_cand_080,data_class,tidak,scrapy\scrapy\extensions\feedexport.py,FTPFeedStorage,284,322,akbar_ts
da_cand_081,data_class,tidak,scikit-learn\sklearn\covariance\_graph_lasso.py,BaseGraphicalLasso,373,401,akbar_ts
da_cand_082,data_class,tidak,scikit-learn\sklearn\metrics\_scorer.py,_Scorer,304,350,akbar_ts
da_cand_083,data_class,tidak,scrapy\scrapy\commands\check.py,TextTestResult,12,38,akbar_ts
da_cand_084,data_class,data_class,django\django\core\serializers\xml_serializer.py,EntitiesForbidden,470,484,akbar_ts
da_cand_085,data_class,data_class,django\django\db\models\sql\subqueries.py,InsertQuery,142,158,akbar_ts
da_cand_086,data_class,tidak,django\django\views\generic\base.py,TemplateResponseMixin,182,217,akbar_ts
da_cand_087,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CloseMatch,2518,2576,akbar_ts
da_cand_088,data_class,tidak,scikit-learn\sklearn\covariance\_shrunk_covariance.py,LedoitWolf,469,611,akbar_ts
da_cand_089,data_class,tidak,scrapy\scrapy\contracts\default.py,ReturnsContract,37,94,akbar_ts
da_cand_090,data_class,tidak,scrapy\scrapy\http\request\form.py,FormRequest,28,81,akbar_ts
da_cand_091,data_class,tidak,django\django\contrib\admin\filters.py,BooleanFieldListFilter,256,296,akbar_ts
da_cand_092,data_class,tidak,django\django\contrib\admin\filters.py,AllValuesFieldListFilter,436,485,akbar_ts
da_cand_093,data_class,tidak,django\django\contrib\auth\mixins.py,PermissionRequiredMixin,76,109,akbar_ts
da_cand_094,data_class,tidak,django\django\contrib\gis\ptr.py,CPointerBase,4,41,akbar_ts
da_cand_095,data_class,tidak,django\django\core\mail\backends\console.py,EmailBackend,10,44,akbar_ts
da_cand_096,data_class,tidak,django\django\db\models\sql\compiler.py,SQLUpdateCompiler,1912,2059,akbar_ts
da_cand_097,data_class,tidak,django\django\forms\fields.py,CharField,259,292,akbar_ts
da_cand_098,data_class,tidak,django\django\template\context.py,RequestContext,215,270,akbar_ts
da_cand_099,data_class,tidak,django\django\template\defaulttags.py,ForNode,159,245,akbar_ts
da_cand_100,data_class,tidak,django\django\views\generic\edit.py,ProcessFormView,139,160,akbar_ts
da_cand_101,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,NotAny,3791,3821,akbar_ts
da_cand_102,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,Optional,3935,3997,akbar_ts
da_cand_103,data_class,tidak,scikit-learn\examples\neighbors\approximate_nearest_neighbors.py,NMSlibTransformer,49,101,akbar_ts
da_cand_104,data_class,tidak,scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveClassifier,10,313,akbar_ts
da_cand_105,data_class,tidak,scikit-learn\sklearn\model_selection\_plot.py,LearningCurveDisplay,137,533,akbar_ts
da_cand_106,data_class,tidak,scikit-learn\sklearn\random_projection.py,SparseRandomProjection,607,810,akbar_ts
da_cand_107,data_class,tidak,django\django\contrib\gis\db\models\functions.py,OracleToleranceMixin,139,152,akbar_ts
da_cand_108,data_class,tidak,django\django\contrib\gis\db\models\lookups.py,DistanceLookupFromFunction,358,371,akbar_ts
da_cand_109,data_class,tidak,django\django\db\backends\mysql\compiler.py,SQLDeleteCompiler,25,52,akbar_ts
da_cand_110,data_class,tidak,django\django\db\models\sql\compiler.py,SQLAggregateCompiler,2062,2084,akbar_ts
da_cand_111,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_UnboundedCache,1428,1448,akbar_ts
da_cand_112,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_FifoCache,1451,1477,akbar_ts
da_cand_113,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_FifoCache,1480,1506,akbar_ts
da_cand_114,data_class,tidak,scikit-learn\sklearn\covariance\_shrunk_covariance.py,OAS,686,816,akbar_ts
da_cand_115,data_class,tidak,scrapy\scrapy\spidermiddlewares\referer.py,StrictOriginWhenCrossOriginPolicy,207,236,akbar_ts
da_cand_116,data_class,data_class,django\django\contrib\admin\helpers.py,InlineFieldset,530,541,akbar_ts
da_cand_117,data_class,tidak,django\django\core\validators.py,URLValidator,69,160,akbar_ts
da_cand_118,data_class,tidak,django\django\db\models\fields\mixins.py,CheckFieldDefaultMixin,31,59,akbar_ts
da_cand_119,data_class,tidak,django\django\db\models\fields\related_lookups.py,RelatedLookupMixin,151,185,akbar_ts
da_cand_120,data_class,tidak,django\django\db\models\lookups.py,PatternLookup,490,518,akbar_ts
da_cand_121,data_class,tidak,django\django\http\response.py,HttpResponseRedirectBase,611,634,akbar_ts
da_cand_122,data_class,tidak,django\django\templatetags\cache.py,CacheNode,8,55,akbar_ts
da_cand_123,data_class,tidak,flask\src\flask\cli.py,ScriptInfo,293,358,akbar_ts
da_cand_124,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\parse_path.py,CaselessPreservingLiteral,26,44,akbar_ts
da_cand_125,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CaselessLiteral,2477,2498,akbar_ts
da_cand_126,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,CaselessKeyword,2500,2516,akbar_ts
da_cand_127,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_MultipleMatch,3823,3859,akbar_ts
da_cand_128,data_class,tidak,scikit-learn\sklearn\covariance\_shrunk_covariance.py,ShrunkCovariance,161,285,akbar_ts
da_cand_129,data_class,skip,scikit-learn\sklearn\gaussian_process\kernels.py,Hyperparameter,55,153,akbar_ts
da_cand_130,data_class,tidak,scikit-learn\sklearn\model_selection\_search_successive_halving.py,HalvingRandomSearchCV,717,1079,akbar_ts
da_cand_131,data_class,tidak,scikit-learn\sklearn\model_selection\_split.py,ShuffleSplit,1781,1899,akbar_ts
da_cand_132,data_class,data_class,scikit-learn\sklearn\utils\_estimator_html_repr.py,_VisualBlock,34,79,akbar_ts
da_cand_133,data_class,tidak,scikit-learn\sklearn\utils\_testing.py,_Raises,879,921,akbar_ts
da_cand_134,data_class,tidak,scrapy\scrapy\commands\bench.py,_BenchSpider,41,57,akbar_ts
da_cand_135,data_class,tidak,scrapy\scrapy\exporters.py,JsonLinesItemExporter,102,112,akbar_ts
da_cand_136,data_class,tidak,click\src\click\exceptions.py,MissingParameter,128,194,akbar_ts
da_cand_137,data_class,tidak,django\django\contrib\admin\filters.py,ChoicesFieldListFilter,304,342,akbar_ts
da_cand_138,data_class,tidak,django\django\contrib\admin\helpers.py,Fieldline,133,165,akbar_ts
da_cand_139,data_class,tidak,django\django\contrib\auth\backends.py,RemoteUserBackend,172,244,akbar_ts
da_cand_140,data_class,tidak,django\django\contrib\gis\db\backends\postgis\models.py,PostGISGeometryColumns,8,50,akbar_ts
da_cand_141,data_class,tidak,django\django\contrib\gis\db\backends\spatialite\models.py,SpatialiteGeometryColumns,8,48,akbar_ts
da_cand_142,data_class,tidak,django\django\contrib\gis\db\models\functions.py,Distance,297,345,akbar_ts
da_cand_143,data_class,tidak,django\django\contrib\gis\geos\libgeos.py,GEOSFuncFactory,134,164,akbar_ts
da_cand_144,data_class,tidak,django\django\contrib\postgres\forms\ranges.py,BaseRangeField,40,95,akbar_ts
da_cand_145,data_class,tidak,django\django\contrib\postgres\operations.py,RemoveIndexConcurrently,144,166,akbar_ts
da_cand_146,data_class,tidak,django\django\core\management\commands\squashmigrations.py,Command,16,267,akbar_ts
da_cand_147,data_class,tidak,django\django\core\validators.py,RegexValidator,20,65,akbar_ts
da_cand_148,data_class,tidak,django\django\db\models\expressions.py,DurationExpression,746,794,akbar_ts
da_cand_149,data_class,tidak,django\django\db\models\fields\reverse_related.py,ManyToManyRel,342,402,akbar_ts
da_cand_150,data_class,tidak,django\django\db\models\lookups.py,BuiltinLookup,212,231,akbar_ts
da_cand_151,data_class,tidak,django\django\db\models\query.py,BaseIterable,46,79,akbar_ts
da_cand_152,data_class,tidak,django\django\forms\fields.py,TypedChoiceField,917,941,akbar_ts
da_cand_153,data_class,tidak,django\django\forms\models.py,InlineForeignKeyField,1330,1371,akbar_ts
da_cand_154,data_class,tidak,django\django\template\defaulttags.py,URLNode,436,482,akbar_ts
da_cand_155,data_class,tidak,django\django\template\loader_tags.py,IncludeNode,160,208,akbar_ts
da_cand_156,data_class,tidak,django\django\utils\log.py,ServerFormatter,171,207,akbar_ts
da_cand_157,data_class,tidak,django\django\views\generic\edit.py,DeletionMixin,217,240,akbar_ts
da_cand_158,data_class,skip,scikit-learn\asv_benchmarks\benchmarks\metrics.py,PairwiseDistancesBenchmark,7,45,akbar_ts
da_cand_159,data_class,tidak,scikit-learn\sklearn\ensemble\_gb.py,VerboseReporter,275,351,akbar_ts
da_cand_160,data_class,tidak,scikit-learn\sklearn\linear_model\_base.py,LinearClassifierMixin,304,373,akbar_ts
da_cand_161,data_class,tidak,scikit-learn\sklearn\linear_model\_passive_aggressive.py,PassiveAggressiveRegressor,316,575,akbar_ts
da_cand_162,data_class,tidak,scikit-learn\sklearn\model_selection\_split.py,StratifiedShuffleSplit,2045,2233,akbar_ts
da_cand_163,data_class,tidak,scikit-learn\sklearn\neighbors\_nearest_centroid.py,NearestCentroid,27,261,akbar_ts
da_cand_164,data_class,tidak,scrapy\extras\qpsclient.py,QPSSpider,15,55,akbar_ts
da_cand_165,data_class,data_class,click\src\click\parser.py,ParsingState,245,250,akbar_ts
da_cand_166,data_class,tidak,django\django\contrib\auth\forms.py,UserCreationForm,157,175,akbar_ts
da_cand_167,data_class,tidak,django\django\contrib\gis\measure.py,Distance,250,346,akbar_ts
da_cand_168,data_class,tidak,django\django\contrib\gis\measure.py,Area,349,365,akbar_ts
da_cand_169,data_class,tidak,django\django\middleware\cache.py,CacheMiddleware,179,211,akbar_ts
da_cand_170,data_class,data_class,django\django\utils\jslex.py,Tok,6,18,akbar_ts
da_cand_171,data_class,tidak,django\django\views\generic\detail.py,BaseDetailView,104,110,akbar_ts
da_cand_172,data_class,tidak,django\django\views\generic\detail.py,SingleObjectTemplateResponseMixin,113,171,akbar_ts
da_cand_173,data_class,tidak,django\docs\_ext\djangodocs.py,ConsoleDirective,299,391,akbar_ts
da_cand_174,data_class,data_class,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,_PositionToken,3070,3075,akbar_ts
da_cand_175,data_class,data_class,scrapy\scrapy\pipelines\media.py,SpiderInfo,28,33,akbar_ts
da_cand_176,data_class,tidak,scrapy\scrapy\settings\__init__.py,Settings,529,553,akbar_ts
da_cand_177,data_class,tidak,click\src\click\exceptions.py,BadParameter,86,125,akbar_ts
da_cand_178,data_class,skip,click\src\click\shell_completion.py,CompletionItem,55,89,akbar_ts
da_cand_179,data_class,tidak,django\django\contrib\gis\db\models\lookups.py,DistanceLookupBase,300,330,akbar_ts
da_cand_180,data_class,tidak,django\django\contrib\postgres\search.py,SearchVectorExact,15,29,akbar_ts
da_cand_181,data_class,tidak,django\django\contrib\staticfiles\handlers.py,StaticFilesHandler,67,81,akbar_ts
da_cand_182,data_class,tidak,django\django\core\handlers\wsgi.py,WSGIHandler,113,144,akbar_ts
da_cand_183,data_class,tidak,django\django\core\serializers\base.py,ProgressBar,71,93,akbar_ts
da_cand_184,data_class,tidak,django\django\core\serializers\xml_serializer.py,ExternalReferenceForbidden,487,499,akbar_ts
da_cand_185,data_class,tidak,django\django\db\backends\ddl_references.py,IndexName,103,112,akbar_ts
da_cand_186,data_class,tidak,django\django\db\backends\ddl_references.py,IndexColumns,115,135,akbar_ts
da_cand_187,data_class,tidak,django\django\db\migrations\state.py,AppConfigStub,581,594,akbar_ts
da_cand_188,data_class,tidak,django\django\db\models\functions\mixins.py,FixDurationInputMixin,26,47,akbar_ts
da_cand_189,data_class,tidak,django\django\db\models\lookups.py,Transform,189,209,akbar_ts
da_cand_190,data_class,tidak,django\django\db\models\sql\where.py,SubqueryConstraint,338,355,akbar_ts
da_cand_191,data_class,tidak,django\django\template\defaulttags.py,WidthRatioNode,493,523,akbar_ts
da_cand_192,data_class,tidak,django\django\template\library.py,TagHelperNode,207,225,akbar_ts
da_cand_193,data_class,tidak,django\django\templatetags\i18n.py,TranslateNode,72,101,akbar_ts
da_cand_194,data_class,tidak,django\django\utils\deprecation.py,warn_about_renamed_method,19,38,akbar_ts
da_cand_195,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,NoMatch,2356,2368,akbar_ts
da_cand_196,data_class,tidak,scikit-learn\sklearn\_loss\loss.py,HuberLoss,639,709,akbar_ts
da_cand_197,data_class,tidak,scikit-learn\sklearn\calibration.py,_CalibratedClassifier,670,755,akbar_ts
da_cand_198,data_class,tidak,scikit-learn\sklearn\cross_decomposition\_pls.py,PLSRegression,502,653,akbar_ts
da_cand_199,data_class,skip,scikit-learn\sklearn\linear_model\_stochastic_gradient.py,_ValidationScoreCallback,63,79,akbar_ts
da_cand_200,data_class,tidak,scikit-learn\sklearn\model_selection\_search_successive_halving.py,_SubsampleMetaSplitter,21,45,akbar_ts
da_cand_201,data_class,tidak,scikit-learn\sklearn\model_selection\_split.py,TimeSeriesSplit,1018,1201,akbar_ts
da_cand_202,data_class,tidak,scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelSpreading,486,623,akbar_ts
da_cand_203,data_class,tidak,scrapy\scrapy\downloadermiddlewares\redirect.py,MetaRefreshMiddleware,156,181,akbar_ts
da_cand_204,data_class,tidak,scrapy\scrapy\utils\testproc.py,ProcessTest,13,45,akbar_ts
da_cand_205,data_class,tidak,django\django\contrib\admin\helpers.py,AdminField,168,195,akbar_ts
da_cand_206,data_class,tidak,django\django\contrib\admin\options.py,DeleteProtectedModelForm,2379,2427,akbar_ts
da_cand_207,data_class,tidak,django\django\contrib\auth\middleware.py,RemoteUserMiddleware,28,114,akbar_ts
da_cand_208,data_class,tidak,django\django\contrib\auth\mixins.py,UserPassesTestMixin,112,135,akbar_ts
da_cand_209,data_class,tidak,django\django\contrib\gis\db\backends\utils.py,SpatialOperator,7,28,akbar_ts
da_cand_210,data_class,tidak,django\django\contrib\postgres\operations.py,AddIndexConcurrently,119,141,akbar_ts
da_cand_211,data_class,tidak,django\django\contrib\postgres\validators.py,KeysValidator,34,73,akbar_ts
da_cand_212,data_class,tidak,django\django\contrib\staticfiles\handlers.py,ASGIStaticFilesHandler,84,115,akbar_ts
da_cand_213,data_class,tidak,django\django\core\files\images.py,ImageFile,12,31,akbar_ts
da_cand_214,data_class,tidak,django\django\core\handlers\wsgi.py,LimitedStream,15,53,akbar_ts
da_cand_215,data_class,tidak,django\django\core\serializers\pyyaml.py,Serializer,43,66,akbar_ts
da_cand_216,data_class,tidak,django\django\core\validators.py,DecimalValidator,454,538,akbar_ts
da_cand_217,data_class,tidak,django\django\core\validators.py,FileExtensionValidator,542,582,akbar_ts
da_cand_218,data_class,skip,django\django\db\models\expressions.py,Expression,481,509,akbar_ts
da_cand_219,data_class,tidak,django\django\db\models\functions\comparison.py,Coalesce,72,102,akbar_ts
da_cand_220,data_class,tidak,django\django\db\models\functions\datetime.py,Extract,41,122,akbar_ts
da_cand_221,data_class,tidak,django\django\db\transaction.py,Atomic,142,313,akbar_ts
da_cand_222,data_class,tidak,django\django\forms\fields.py,FloatField,345,381,akbar_ts
da_cand_223,data_class,tidak,django\django\forms\fields.py,RegexField,580,604,akbar_ts
da_cand_224,data_class,tidak,django\django\forms\fields.py,BooleanField,790,814,akbar_ts
da_cand_225,data_class,tidak,django\django\forms\fields.py,MultipleChoiceField,944,987,akbar_ts
da_cand_226,data_class,tidak,django\django\forms\utils.py,RenderableErrorMixin,99,107,akbar_ts
da_cand_227,data_class,tidak,django\django\template\base.py,Token,294,338,akbar_ts
da_cand_228,data_class,tidak,django\django\template\base.py,DebugLexer,402,433,akbar_ts
da_cand_229,data_class,tidak,django\django\template\defaulttags.py,IfChangedNode,248,292,akbar_ts
da_cand_230,data_class,tidak,django\django\template\defaulttags.py,RegroupNode,347,372,akbar_ts
da_cand_231,data_class,tidak,django\django\utils\autoreload.py,StatReloader,384,424,akbar_ts
da_cand_232,data_class,tidak,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,ZeroOrMore,3896,3925,akbar_ts
da_cand_233,data_class,tidak,scikit-learn\sklearn\cluster\_agglomerative.py,FeatureAgglomeration,1122,1336,akbar_ts
da_cand_234,data_class,tidak,scikit-learn\sklearn\linear_model\_ridge.py,_XT_CenterStackOp,1544,1575,akbar_ts
da_cand_235,data_class,tidak,scikit-learn\sklearn\model_selection\_split.py,StratifiedGroupKFold,812,1015,akbar_ts
da_cand_236,data_class,tidak,scikit-learn\sklearn\neighbors\_regression.py,RadiusNeighborsRegressor,269,510,akbar_ts
da_cand_237,data_class,tidak,scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelPropagation,338,483,akbar_ts
da_cand_238,data_class,tidak,scikit-learn\sklearn\utils\_available_if.py,_AvailableIfDescriptor,5,51,akbar_ts
da_cand_239,data_class,skip,scikit-learn\sklearn\utils\_estimator_html_repr.py,_HTMLDocumentationLinkMixin,406,496,akbar_ts
da_cand_240,data_class,tidak,scrapy\scrapy\core\downloader\handlers\http11.py,TunnelingAgent,215,262,akbar_ts
da_cand_241,data_class,tidak,scrapy\scrapy\extensions\feedexport.py,GCSFeedStorage,258,281,akbar_ts
da_cand_242,data_class,tidak,scrapy\scrapy\spiders\init.py,InitSpider,5,31,akbar_ts
da_cand_243,data_class,tidak,click\src\click\types.py,_NumberParamTypeBase,404,419,akbar_ts
da_cand_244,data_class,tidak,django\django\contrib\auth\forms.py,PasswordChangeForm,430,462,akbar_ts
da_cand_245,data_class,tidak,django\django\contrib\gis\db\models\lookups.py,RelateLookup,273,287,akbar_ts
da_cand_246,data_class,tidak,django\django\contrib\gis\geos\prototypes\io.py,IOBase,134,142,akbar_ts
da_cand_247,data_class,tidak,django\django\core\cache\backends\memcached.py,PyMemcacheCache,173,188,akbar_ts
da_cand_248,data_class,tidak,django\django\db\migrations\serializer.py,ModelManagerSerializer,229,236,akbar_ts
da_cand_249,data_class,tidak,django\django\db\models\functions\math.py,ATan2,33,56,akbar_ts
da_cand_250,data_class,tidak,django\django\db\models\functions\math.py,Log,110,121,akbar_ts
da_cand_251,data_class,tidak,django\django\db\models\lookups.py,PostgresOperatorLookup,312,321,akbar_ts
da_cand_252,data_class,tidak,django\django\db\models\lookups.py,IsNull,562,584,akbar_ts
da_cand_253,data_class,tidak,django\django\db\models\lookups.py,Regex,588,599,akbar_ts
