id,language,label,code_path,label_source,source
java_god_class_041,java,god_class,java\god_class\java_god_class_041.java,mlcq,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/data/org.eclipse.birt.data/src/org/eclipse/birt/data/engine/api/script/BaseScriptEvalUtil.java:59-1292
java_god_class_042,java,god_class,java\god_class\java_god_class_042.java,mlcq,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/demo/share/jfc/J2Ddemo/java2d/demos/Transforms/TransformAnim.java:386-518
java_long_method_001,java,long_method,java\long_method\java_long_method_001.java,mlcq,git@github.com:apache/beam.git@a956ff77a8448e5f2c12f6695fec608348b5ab60:/sdks/java/io/synthetic/src/main/java/org/apache/beam/sdk/io/synthetic/SyntheticOptions.java:228-289
java_long_method_002,java,long_method,java\long_method\java_long_method_002.java,mlcq,git@github.com:apache/asterixdb.git@223d13a06c4a4a58408aeac19674ac1f36f5ff35:/asterixdb/asterix-transactions/src/main/java/org/apache/asterix/transaction/management/service/logging/LogManager.java:440-466
java_long_method_003,java,long_method,java\long_method\java_long_method_003.java,mlcq,git@github.com:apache/commons-jxpath.git@eff47ab8ca52fdbc91d1313cc224324465dd043e:/src/main/java/org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java:672-697
java_long_method_004,java,long_method,java\long_method\java_long_method_004.java,mlcq,git@github.com:apache/commons-math.git@f3719d89ab6a928e8618bbe6a7da8214d9d6eb07:/src/main/java/org/apache/commons/math4/stat/correlation/KendallsCorrelation.java:154-261
java_long_method_005,java,long_method,java\long_method\java_long_method_005.java,mlcq,git@github.com:apache/directory-ldap-api.git@5b93e102556ad2191b5d30411708410d1b1a9d71:/ldap/model/src/main/java/org/apache/directory/api/ldap/model/url/LdapUrl.java:1067-1106
java_long_method_006,java,long_method,java\long_method\java_long_method_006.java,mlcq,git@github.com:apache/directory-ldap-api.git@5b93e102556ad2191b5d30411708410d1b1a9d71:/ldap/model/src/main/java/org/apache/directory/api/ldap/model/schema/syntaxCheckers/DseTypeSyntaxChecker.java:133-273
java_long_method_007,java,long_method,java\long_method\java_long_method_007.java,mlcq,git@github.com:apache/directory-server.git@310007cc1c7eb5415f93bed67d5553bc70980820:/jdbm-partition/src/main/java/org/apache/directory/server/core/partition/impl/btree/jdbm/DupsCursor.java:174-247
java_long_method_008,java,long_method,java\long_method\java_long_method_008.java,mlcq,git@github.com:apache/derby.git@bd246fc89d4fce3f82f8344074ecb8a4713418df:/java/org.apache.derby.engine/org/apache/derby/impl/sql/compile/SubqueryNode.java:606-926
java_long_method_009,java,long_method,java\long_method\java_long_method_009.java,mlcq,git@github.com:apache/drill.git@5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3:/exec/java-exec/src/main/java/org/apache/drill/exec/physical/rowSet/project/RequestedTupleImpl.java:260-291
java_long_method_010,java,long_method,java\long_method\java_long_method_010.java,mlcq,git@github.com:apache/felix.git@a132994b250751d4ba3b115ee070ba397d9840ca:/inventory/src/main/java/org/apache/felix/inventory/impl/webconsole/ResourceBundleManager.java:134-189
java_long_method_011,java,long_method,java\long_method\java_long_method_011.java,mlcq,git@github.com:apache/jmeter.git@0facf1525a7d0bd816efd33e72309856e901a883:/src/protocol/http/org/apache/jmeter/protocol/http/config/gui/UrlConfigGui.java:272-314
java_long_method_012,java,long_method,java\long_method\java_long_method_012.java,mlcq,git@github.com:apache/nifi.git@c8eff590efa3babcda0b755009224dcac168708b:/nifi-nar-bundles/nifi-aws-bundle/nifi-aws-processors/src/main/java/org/apache/nifi/processors/aws/dynamodb/PutDynamoDB.java:100-188
java_long_method_013,java,long_method,java\long_method\java_long_method_013.java,mlcq,git@github.com:apache/pig.git@17a4d1795ead1f2b4c62043eaf4739ed39ec2f3f:/src/org/apache/pig/PigServer.java:223-296
java_long_method_014,java,long_method,java\long_method\java_long_method_014.java,mlcq,git@github.com:apache/rocketmq.git@971fa8ed8b209b39bdfe41c57cd64576d244e6bd:/common/src/main/java/org/apache/rocketmq/common/UtilAll.java:484-516
java_long_method_015,java,long_method,java\long_method\java_long_method_015.java,mlcq,git@github.com:apache/shindig.git@8f3c3d5c77f5324bad56a5a62da28657fe9112a0:/java/common/src/main/java/org/apache/shindig/common/uri/Uri.java:205-289
java_long_method_016,java,long_method,java\long_method\java_long_method_016.java,mlcq,git@github.com:apache/xalan-j.git@cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa:/src/org/apache/xalan/xsltc/dom/ObjectFactory.java:391-443
java_long_method_017,java,long_method,java\long_method\java_long_method_017.java,mlcq,git@github.com:eclipse/ceylon.git@d3994d6cd120c4df85952cd9432123b413cfd65a:/model/src/org/eclipse/ceylon/model/loader/TypeParser.java:431-505
java_long_method_018,java,long_method,java\long_method\java_long_method_018.java,mlcq,git@github.com:eclipse/che.git@c5498c2ac562cd8a2fc79a6bb0446d291f05a201:/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/ExecInfo.java:90-116
java_long_method_019,java,long_method,java\long_method\java_long_method_019.java,mlcq,git@github.com:Esri/arcgis-runtime-samples-java.git@c7a0b309586495ff9cc9dbed129e411943547793:/src/main/java/com/esri/samples/featurelayers/feature_layer_rendering_mode_map/FeatureLayerRenderingModeMapSample.java:45-114
java_long_method_020,java,long_method,java\long_method\java_long_method_020.java,mlcq,git@github.com:google/j2objc.git@471504a735b48d5d4ace51afa1542cc4790a921a:/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/VTimeZone.java:1661-1695
java_long_method_021,java,long_method,java\long_method\java_long_method_021.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/clients/framework/location/internal/LocationCacheManager.java:399-431
java_long_method_022,java,long_method,java\long_method\java_long_method_022.java,mlcq,git@github.com:Microsoft/team-explorer-everywhere.git@89ab2a4847aec8ec2afdf36c3f6287dd03bd558d:/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/util/TSWAHyperlinkBuilder.java:518-559
java_long_method_023,java,long_method,java\long_method\java_long_method_023.java,mlcq,git@github.com:spring-projects/spring-framework.git@3a0f309e2c9fdbbf7fb2d348be861528177f8555:/spring-orm/src/main/java/org/springframework/orm/jpa/SharedEntityManagerCreator.java:212-331
java_long_method_024,java,long_method,java\long_method\java_long_method_024.java,mlcq,git@github.com:uber/NullAway.git@31a184261daaf05f3d353146f44e8e8f12fd7a4d:/nullaway/src/main/java/com/uber/nullaway/handlers/RxNullabilityPropagator.java:287-315
java_long_method_025,java,long_method,java\long_method\java_long_method_025.java,mlcq,git@github.com:vmware/xenon.git@b6fb48b745985af2efc59b7ee0e5e7d69a289fbc:/xenon-common/src/main/java/com/vmware/xenon/common/OperationProcessingChain.java:345-354
java_long_method_026,java,long_method,java\long_method\java_long_method_026.java,mlcq,git@github.com:apache/incubator-brooklyn.git@337a5d22d5e9c98cc96ea1085383cbed1ee0b741:/brooklyn-server/core/src/main/java/org/apache/brooklyn/util/core/task/BasicTask.java:437-462
java_long_method_027,java,long_method,java\long_method\java_long_method_027.java,mlcq,git@github.com:apache/servicemix-bundles.git@5f2c7727f71c167997947ad4604f9b8200952af2:/xalan-2.7.2/src/main/java/org/apache/xalan/xsltc/runtime/ObjectFactory.java:477-529
java_long_method_028,java,long_method,java\long_method\java_long_method_028.java,mlcq,git@github.com:eclipse/gef-legacy.git@14563a9e1f2af636a5364d195cf07dbff6f35fa6:/org.eclipse.draw2d/src/org/eclipse/draw2d/graph/ConvertCompoundGraph.java:142-171
java_long_method_029,java,long_method,java\long_method\java_long_method_029.java,mlcq,git@github.com:eclipse/xtext-extras.git@5634c291880cd46fe2f8e9a47e48ef88b85e8bda:/org.eclipse.xtext.xbase.testlanguages/src-gen/org/eclipse/xtext/xbase/testlanguages/parser/antlr/internal/InternalXImportSectionTestLangLexer.java:2127-2300
java_long_method_030,java,long_method,java\long_method\java_long_method_030.java,mlcq,git@github.com:eclipse/xtext-core.git@e04964e4c2a3e0338c0079bd8333688835e77c31:/org.eclipse.xtext.xtext.generator/xtend-gen/org/eclipse/xtext/xtext/generator/serializer/NamedSerializationContextProvider.java:45-88
java_long_method_031,java,long_method,java\long_method\java_long_method_031.java,mlcq,git@github.com:alibaba/cobar.git@bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5:/server/src/main/server/com/alibaba/cobar/server/parser/ServerParseSet.java:192-226
java_long_method_032,java,long_method,java\long_method\java_long_method_032.java,mlcq,git@github.com:eclipse/org.aspectj.git@370f291c359cd159c5f3f0abd6e9e53e81234a07:/weaver/src/main/java/org/aspectj/weaver/bcel/AtAjAttributes.java:526-584
java_long_method_033,java,long_method,java\long_method\java_long_method_033.java,mlcq,git@github.com:apache/cloudstack.git@8d3feb100aab4a45b31a789f444038b892161eec:/server/src/main/java/com/cloud/consoleproxy/ConsoleProxyManagerImpl.java:696-720
java_long_method_034,java,long_method,java\long_method\java_long_method_034.java,mlcq,git@github.com:apache/cloudstack.git@8d3feb100aab4a45b31a789f444038b892161eec:/server/src/main/java/com/cloud/server/ManagementServerImpl.java:3807-3831
java_long_method_035,java,long_method,java\long_method\java_long_method_035.java,mlcq,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WMTrigger.java:733-798
java_long_method_036,java,long_method,java\long_method\java_long_method_036.java,mlcq,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFOperator.java:241-268
java_long_method_037,java,long_method,java\long_method\java_long_method_037.java,mlcq,git@github.com:apache/lucene-solr.git@bca22d58e2d126ec6d349d375d3ea028892104e1:/lucene/analysis/common/src/java/org/tartarus/snowball/ext/ItalianStemmer.java:257-401
java_long_method_038,java,long_method,java\long_method\java_long_method_038.java,mlcq,git@github.com:apache/lucene-solr.git@bca22d58e2d126ec6d349d375d3ea028892104e1:/solr/core/src/java/org/apache/solr/update/processor/DistributedZkUpdateProcessor.java:953-1007
java_long_method_039,java,long_method,java\long_method\java_long_method_039.java,mlcq,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/data/org.eclipse.birt.report.data.oda.jdbc.ui/src/org/eclipse/birt/report/data/oda/jdbc/ui/editors/JdbcSQLContentAssistProcessor.java:278-308
java_long_method_040,java,long_method,java\long_method\java_long_method_040.java,mlcq,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/java.desktop/share/classes/javax/swing/text/BoxView.java:956-996
java_long_method_041,java,long_method,java\long_method\java_long_method_041.java,mlcq,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/xs/XMLSchemaLoader.java:1000-1116
java_long_method_042,java,long_method,java\long_method\java_long_method_042.java,mlcq,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java:1457-1477
java_long_parameter_list_001,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_001.java,rule:param_count,git@github.com:alibaba/atlas.git@e8c7b3f1ff14b2a1df64321c6992b796cae7d732:/atlas-core/src/main/java/android/taobao/atlas/runtime/newcomponent/IntentResolver.java
java_long_parameter_list_002,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_002.java,rule:param_count,git@github.com:alibaba/jstorm.git@5d6cde22dbca7df3d6e6830bf94f98a6639ab559:/jstorm-core/src/main/java/backtype/storm/generated/Nimbus.java
java_long_parameter_list_003,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_003.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java
java_long_parameter_list_004,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_004.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java
java_long_parameter_list_005,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_005.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/TabletClientService.java
java_long_parameter_list_006,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_006.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/core/src/main/java/org/apache/accumulo/core/clientImpl/thrift/ClientService.java
java_long_parameter_list_007,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_007.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/ActiveScan.java
java_long_parameter_list_008,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_008.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/core/src/main/java/org/apache/accumulo/core/clientImpl/thrift/ClientService.java
java_long_parameter_list_009,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_009.java,rule:param_count,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java
java_long_parameter_list_010,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_010.java,rule:param_count,git@github.com:apache/asterixdb.git@223d13a06c4a4a58408aeac19674ac1f36f5ff35:/hyracks-fullstack/hyracks/hyracks-storage-am-common/src/main/java/org/apache/hyracks/storage/am/common/dataflow/IndexSearchOperatorNodePushable.java
java_long_parameter_list_011,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_011.java,rule:param_count,git@github.com:apache/calcite.git@a648f9c12309cc253628930b0cab98591caa66ab:/core/src/main/java/org/apache/calcite/jdbc/CalciteSchema.java
java_long_parameter_list_012,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_012.java,rule:param_count,git@github.com:apache/commons-math.git@f3719d89ab6a928e8618bbe6a7da8214d9d6eb07:/src/main/java/org/apache/commons/math4/ode/nonstiff/AdamsFieldStepInterpolator.java
java_long_parameter_list_013,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_013.java,rule:param_count,git@github.com:apache/derby.git@bd246fc89d4fce3f82f8344074ecb8a4713418df:/java/org.apache.derby.engine/org/apache/derby/impl/sql/execute/CreateViewConstantAction.java
java_long_parameter_list_014,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_014.java,rule:param_count,git@github.com:apache/fop.git@caced35327f6b6d6eeac2a13543f3c458e902101:/fop-core/src/main/java/org/apache/fop/layoutmgr/inline/TextLayoutManager.java
java_long_parameter_list_015,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_015.java,rule:param_count,git@github.com:apache/flink.git@8068c8775ad067d75828e6360e7e0994348da9b9:/flink-runtime/src/main/java/org/apache/flink/runtime/taskexecutor/TaskExecutor.java
java_long_parameter_list_016,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_016.java,rule:param_count,git@github.com:apache/maven-indexer.git@8fcb8551345c78871a6adbc0f7238ccd408178d3:/indexer-core/src/main/java/org/apache/maven/index/context/DefaultIndexingContext.java
java_long_parameter_list_017,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_017.java,rule:param_count,git@github.com:aws/aws-sdk-java-v2.git@1d5d11e8087c93ab1a3a2d35193052e526fd123c:/codegen/src/main/java/software/amazon/awssdk/codegen/model/intermediate/IntermediateModel.java
java_long_parameter_list_018,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_018.java,rule:param_count,git@github.com:eclipse/reddeer.git@59e55d29fc60a672d79df1ad1578badb8a2f8693:/plugins/org.eclipse.reddeer.core/src/org/eclipse/reddeer/core/handler/TreeItemHandler.java
java_long_parameter_list_019,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_019.java,rule:param_count,git@github.com:facebook/litho.git@19503b819b97e17d02f584633508dca8c646911a:/litho-sections-core/src/main/java/com/facebook/litho/sections/ChangeSet.java
java_long_parameter_list_020,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_020.java,rule:param_count,git@github.com:google/binnavi.git@8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2:/src/main/java/com/google/security/zynamics/reil/translators/x86/Helpers.java
java_long_parameter_list_021,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_021.java,rule:param_count,git@github.com:google/sagetv.git@a35e3a450b4c0134cb097b9e7de76dca08eb6654:/java/sage/miniclient/QuartzGFXCMD.java
java_long_parameter_list_022,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_022.java,rule:param_count,git@github.com:linkedin/rest.li.git@ad74aa98da8a55ad9c339d0769a3e8fb495765af:/restli-client/src/main/java/com/linkedin/restli/client/OptionsRequest.java
java_long_parameter_list_023,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_023.java,rule:param_count,git@github.com:oracle/opengrok.git@bd2770a04a3eda7af19fae482d880d56cce0eeb9:/opengrok-indexer/src/main/java/org/opengrok/indexer/analysis/CtagsReader.java
java_long_parameter_list_024,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_024.java,rule:param_count,git@github.com:oracle/visualvm.git@d9b10575b53d535e10c6e8c41831ebe38483c65b:/visualvm/libs.profiler/profiler.snaptracer/src/org/graalvm/visualvm/lib/profiler/snaptracer/impl/timeline/DiscreteXYPainter.java
java_long_parameter_list_025,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_025.java,rule:param_count,git@github.com:oracle/graal.git@4deb681aaaa79c248115037fc8e399c9876619fd:/compiler/src/org.graalvm.compiler.hotspot.aarch64/src/org/graalvm/compiler/hotspot/aarch64/AArch64HotSpotLIRGenerator.java
java_long_parameter_list_026,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_026.java,rule:param_count,git@github.com:apache/hbase.git@44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f:/hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java
java_long_parameter_list_027,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_027.java,rule:param_count,git@github.com:apache/ignite.git@7a7c407ea41477aae8508bfe871b4e9a67e1b277:/modules/hadoop/src/main/java/org/apache/ignite/internal/processors/hadoop/shuffle/HadoopShuffleJob.java
java_long_parameter_list_028,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_028.java,rule:param_count,git@github.com:apache/hadoop-common.git@42a61a4fbc88303913c4681f0d40ffcc737e70b5:/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/monitor/ContainersMonitorImpl.java
java_long_parameter_list_029,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_029.java,rule:param_count,git@github.com:apache/hadoop-common.git@42a61a4fbc88303913c4681f0d40ffcc737e70b5:/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/ChecksumFileSystem.java
java_long_parameter_list_030,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_030.java,rule:param_count,git@github.com:apache/airavata.git@391843a00eefa7b6213e845f2f044b4e042894d5:/modules/sharing-registry/sharing-registry-stubs/src/main/java/org/apache/airavata/sharing/registry/service/cpi/SharingRegistryService.java
java_long_parameter_list_031,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_031.java,rule:param_count,git@github.com:apache/airavata.git@391843a00eefa7b6213e845f2f044b4e042894d5:/airavata-api/airavata-api-stubs/src/main/java/org/apache/airavata/api/Airavata.java
java_long_parameter_list_032,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_032.java,rule:param_count,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
java_long_parameter_list_033,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_033.java,rule:param_count,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
java_long_parameter_list_034,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_034.java,rule:param_count,git@github.com:apache/hive.git@2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53:/ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/JsonMetaDataFormatter.java
java_long_parameter_list_035,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_035.java,rule:param_count,git@github.com:apache/lucene-solr.git@bca22d58e2d126ec6d349d375d3ea028892104e1:/solr/core/src/java/org/apache/solr/util/SolrCLI.java
java_long_parameter_list_036,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_036.java,rule:param_count,git@github.com:oracle/fastr.git@a1ee49060317621c0c9eceea8ec60040aca59b2d:/com.oracle.truffle.r.nodes.builtin/src/com/oracle/truffle/r/nodes/builtin/fastr/FastRTrace.java
java_long_parameter_list_037,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_037.java,rule:param_count,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/engine/org.eclipse.birt.report.engine.emitter.postscript/src/org/eclipse/birt/report/engine/emitter/postscript/PostscriptWriter.java
java_long_parameter_list_038,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_038.java,rule:param_count,git@github.com:eclipse/birt.git@f89264810347de98702db45386a822aabc0fadbf:/engine/org.eclipse.birt.report.engine.emitter.wpml/src/org/eclipse/birt/report/engine/emitter/wpml/writer/DocWriter.java
java_long_parameter_list_039,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_039.java,rule:param_count,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/SAXImpl.java
java_long_parameter_list_040,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_040.java,rule:param_count,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/java.desktop/unix/classes/sun/java2d/xr/XRCompositeManager.java
java_long_parameter_list_041,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_041.java,rule:param_count,git@github.com:SAP/SapMachine.git@6e62561730c46dc5000c39665c43951832192ceb:/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeMaker.java
java_long_parameter_list_042,java,long_parameter_list,java\long_parameter_list\java_long_parameter_list_042.java,rule:param_count,git@github.com:apache/hadoop.git@128dd91e10080bdcbcd7d555fa3c4105e55a6b51:/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/task/ReduceContextImpl.java
java_non_smells_001,java,non_smells,java\non_smells\java_non_smells_001.java,mlcq,git@github.com:alibaba/atlas.git@e8c7b3f1ff14b2a1df64321c6992b796cae7d732:/atlas-gradle-plugin/dexpatch/src/main/java/com/taobao/android/dex/Leb128.java:26-161
java_non_smells_002,java,non_smells,java\non_smells\java_non_smells_002.java,mlcq,git@github.com:apache/activemq-artemis.git@5bd5c610195d6f4a3dd1ac28170727003f8a5a54:/artemis-server/src/main/java/org/apache/activemq/artemis/core/server/cluster/ClusterControl.java:48-210
java_non_smells_003,java,non_smells,java\non_smells\java_non_smells_003.java,mlcq,git@github.com:apache/accumulo.git@f896c98c2356a52dfa2235d2cc02ae556ab17909:/proxy/src/main/java/org/apache/accumulo/proxy/thrift/AccumuloProxy.java:51667-51671
java_non_smells_004,java,non_smells,java\non_smells\java_non_smells_004.java,mlcq,git@github.com:apache/aries.git@52293d20268de7c98833846ded2b70d6476773de:/jndi/jndi-url/src/main/java/org/apache/aries/jndi/url/AbstractName.java:28-84
java_non_smells_005,java,non_smells,java\non_smells\java_non_smells_005.java,mlcq,git@github.com:apache/calcite.git@a648f9c12309cc253628930b0cab98591caa66ab:/elasticsearch/src/main/java/org/apache/calcite/adapter/elasticsearch/ElasticsearchJson.java:390-447
java_non_smells_006,java,non_smells,java\non_smells\java_non_smells_006.java,mlcq,git@github.com:apache/chukwa.git@65f6972859115a4ddad6def06475465f0971e9ae:/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMIntermedEntryPartitioner.java:25-39
java_non_smells_007,java,non_smells,java\non_smells\java_non_smells_007.java,mlcq,git@github.com:apache/cayenne.git@5be5235ed1c02589b6300e9729cf3c308c0173e8:/cayenne-server/src/main/java/org/apache/cayenne/reflect/IdMapKeyAccessor.java:33-65
java_non_smells_008,java,non_smells,java\non_smells\java_non_smells_008.java,mlcq,git@github.com:apache/cassandra.git@e191aff385053bdb5325f15bc6d16d2dc0ee0589:/src/java/org/apache/cassandra/hadoop/cql3/CqlOutputFormat.java:55-143
java_non_smells_009,java,non_smells,java\non_smells\java_non_smells_009.java,mlcq,git@github.com:apache/commons-collections.git@bb0781551c7f1d7ddd28733acff95e1f130e766c:/src/main/java/org/apache/commons/collections4/PredicateUtils.java:303-306
java_non_smells_010,java,non_smells,java\non_smells\java_non_smells_010.java,mlcq,git@github.com:apache/commons-math.git@f3719d89ab6a928e8618bbe6a7da8214d9d6eb07:/src/main/java/org/apache/commons/math4/stat/descriptive/moment/SecondMoment.java:48-132
java_non_smells_011,java,non_smells,java\non_smells\java_non_smells_011.java,mlcq,git@github.com:apache/hadoop-mapreduce.git@307cb5b316e10defdbbc228d8cdcdb627191ea15:/src/java/org/apache/hadoop/mapred/JobInProgress.java:1586-1597
java_non_smells_012,java,non_smells,java\non_smells\java_non_smells_012.java,mlcq,git@github.com:apache/incubator-heron.git@17f1b06fffed0c242b181b3e945c7e6a31478751:/heron/instance/src/java/org/apache/heron/network/StreamManagerClient.java:78-102
java_non_smells_013,java,non_smells,java\non_smells\java_non_smells_013.java,mlcq,git@github.com:apache/isis.git@2af2ef3e2edcb807d742f089839e0571d8132bd9:/core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/fallback/DescribedAsFacetNone.java:28-39
java_non_smells_014,java,non_smells,java\non_smells\java_non_smells_014.java,mlcq,git@github.com:apache/marmotta.git@28c9b8b0791ea1693578af302981a1358e56933d:/platform/marmotta-core/src/main/java/org/apache/marmotta/platform/core/logging/SystemLoggingModule.java:32-87
java_non_smells_015,java,non_smells,java\non_smells\java_non_smells_015.java,mlcq,git@github.com:apache/meecrowave.git@d1392c88faf48c8a3a3c544949d6ebcdfbd25229:/meecrowave-oauth2/src/main/java/org/apache/meecrowave/oauth2/resource/OAuth2TokenService.java:41-80
java_non_smells_016,java,non_smells,java\non_smells\java_non_smells_016.java,mlcq,git@github.com:apache/opennlp-sandbox.git@37af4c6d42a9affba4f7c9bbc64175768750563f:/corpus-server-tools/src/main/java/org/apache/opennlp/corpus_server/tools/RemoveCAS.java:29-49
java_non_smells_017,java,non_smells,java\non_smells\java_non_smells_017.java,mlcq,git@github.com:apache/ranger.git@7c52a79a5d0b41bfc94caca9d531e0fefba2bfe7:/kms/src/main/java/org/apache/hadoop/crypto/key/RangerKeyStore.java:693-714
java_non_smells_018,java,non_smells,java\non_smells\java_non_smells_018.java,mlcq,git@github.com:apache/royale-compiler.git@fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd:/flex-compiler-oem/src/main/java/flex2/compiler/common/CompilerConfiguration.java:426-435
